"disease","disease_full_gip_once_000","disease_full_gip_once_001","disease_full_gip_once_002","disease_full_gip_once_003","disease_full_gip_once_004","disease_full_gip_once_005","disease_full_gip_once_006","disease_full_gip_once_007","disease_full_gip_once_008","disease_full_gip_once_009","disease_full_gip_once_010","disease_full_gip_once_011","disease_full_gip_once_012","disease_full_gip_once_013","disease_full_gip_once_014","disease_full_gip_once_015","disease_full_gip_once_016","disease_full_gip_once_017","disease_full_gip_once_018","disease_full_gip_once_019","disease_full_gip_once_020","disease_full_gip_once_021","disease_full_gip_once_022","disease_full_gip_once_023","disease_full_gip_once_024","disease_full_gip_once_025","disease_full_gip_once_026","disease_full_gip_once_027","disease_full_gip_once_028","disease_full_gip_once_029","disease_full_gip_once_030","disease_full_gip_once_031","disease_full_gip_once_032","disease_full_gip_once_033","disease_full_gip_once_034","disease_full_gip_once_035","disease_full_gip_once_036","disease_full_gip_once_037","disease_full_gip_once_038","disease_full_gip_once_039","disease_full_gip_once_040","disease_full_gip_once_041","disease_full_gip_once_042","disease_full_gip_once_043","disease_full_gip_once_044","disease_full_gip_once_045","disease_full_gip_once_046","disease_full_gip_once_047","disease_full_gip_once_048","disease_full_gip_once_049","disease_full_gip_once_050","disease_full_gip_once_051","disease_full_gip_once_052","disease_full_gip_once_053","disease_full_gip_once_054","disease_full_gip_once_055","disease_full_gip_once_056","disease_full_gip_once_057","disease_full_gip_once_058","disease_full_gip_once_059","disease_full_gip_once_060","disease_full_gip_once_061","disease_full_gip_once_062","disease_full_gip_once_063"
"Hypertension","-1.7364545","-0.07142411","-0.058405757","0.3743128","0.19069214","-0.31856206","0.08405216","0.27920365","-0.64255565","-0.46615312","-0.14518261","0.046998527","0.5194066","-0.8029755","-0.49461287","0.557849","0.373239","0.28650814","-0.17570256","-0.4912896","0.09518198","-0.37432623","0.9990851","-0.39365244","-0.8006345","-0.17821534","0.2755323","0.32331225","0.29254583","1.8009312","0.24668926","-0.23187439","0.9047836","1.0226065","-0.48135552","0.091459945","0.97449005","0.16733138","-0.15527627","-1.5854837","-0.5594108","-0.070682034","0.24699575","0.7160263","-0.015855696","-1.1820254","1.6729583","-1.1458358","1.5152936","-0.26036632","0.7575355","0.9879696","0.9902045","1.886241","0.45734024","-0.29625523","-1.4819063","3.1523347","0.049149875","-0.54376805","-3.8848414","-1.5347589","2.4731371","1.1965165"
"Hypopharyngeal cancer","-1.3348747","0.077572025","-0.17707862","-0.09271392","0.002246935","0.033696536","-0.021983173","-0.030220836","0.013285879","0.067318894","0.06362893","0.03440399","-0.08586014","0.08201615","-0.06440699","-0.1764228","-0.24661595","0.03715723","-0.05583887","-0.14061885","0.28595188","-0.0690418","-0.15513428","-0.07225027","-0.37708098","0.18760565","0.30586064","0.028019419","-0.17653532","0.11199571","-0.51366574","-0.61470646","-0.42476067","0.4090367","0.30973542","2.1155083","-1.9079778","0.4598503","4.4160056","-4.2447934","7.6859875","-4.979496","9.58965","4.245904","1.6349399","5.5150356","2.4793127","5.2284074","-0.08727585","1.4546777","-0.46869883","1.7661315","1.922503","-0.20152809","-3.0901308","-0.8096082","4.451084","-1.3608938","-0.16975771","-0.9365857","-0.20874469","1.1123803","-1.4518197","-1.5257546"
"Idiopathic Pulmonary Fibrosis","-0.6558974","-0.105459034","0.7756979","0.65480465","1.779871","-1.7496283","0.6329013","0.45742828","1.6227973","1.6040308","0.0155293","-1.6193075","-1.8895503","2.252265","-0.9225087","0.47652215","-0.7607958","2.256031","-1.2311325","-0.8874071","-2.512559","-0.4152362","0.96937007","0.13982522","0.3443312","-0.96118164","-0.05763041","0.36265865","2.6177752","5.1059585","4.609379","-1.9905075","-1.9919848","-1.1329195","1.1193215","-1.079423","-0.50863385","0.82663244","-0.54091835","-1.0157741","-0.7118263","1.8418096","0.9897414","-1.132927","1.6886468","0.016796865","-0.8218746","2.4195993","-1.4198047","0.030216848","-0.61435246","-2.2431154","0.46310475","0.75211746","0.08211323","1.133612","0.5990879","-1.8128568","-0.22891617","-1.0682601","0.6676409","-0.44854093","1.9614058","-0.21820989"
"Idiopathic REM Sleep Behavior Disorder","-0.6684667","0.21810046","-0.16667427","0.61504424","-0.8190947","1.3934585","1.3805591","1.3257304","0.48716262","0.41288686","-0.14164203","-0.34020713","-0.33558923","0.09636831","-0.4706851","0.29151672","0.4756548","-0.011868908","0.3685177","-0.29923722","0.41979232","0.25220683","0.36498162","0.8001921","-0.24888282","-0.24601533","-0.6775049","0.10772525","0.51360047","-0.898418","0.82708466","-0.791688","-0.20493497","-0.76662004","0.9661151","0.30092436","1.1571317","0.48959687","0.1449122","-0.936086","1.0518477","-1.2958448","-1.0287813","1.5185267","1.6401519","-4.7569046","1.295307","2.6388965","-1.2446991","-1.6161705","2.693455","-0.55651665","-1.6013404","2.6277437","1.4415035","1.7069093","-0.3357618","-0.70966804","2.461618","1.0433269","-1.0340251","0.65624344","-3.1848192","-0.0399202"
"Idiopathic central precocious puberty","-0.842477","0.23061933","-0.3557154","0.028731532","-0.2492745","0.104387715","0.48253936","0.04310794","0.28449035","0.56049937","-0.26280388","0.17883177","0.5570265","-0.09667463","2.077736","-0.84330964","-0.073905006","-1.0326321","-0.41299936","-0.17020324","-0.050176334","-0.50558543","-0.8620035","1.5287231","-1.2589548","-0.1075516","-2.5431051","-2.2231545","-1.1378502","0.9280515","-2.7164516","2.3775547","-0.85711116","0.7100834","-0.04255642","-1.8912495","-1.3673522","1.4719412","0.065882154","1.4731275","-0.69575137","-0.9554102","-1.1069286","1.4713253","2.3278356","2.73552","-2.0080767","1.1366206","-0.14191638","0.40112275","0.27685976","-0.1887992","0.56307954","2.4408479","2.9738908","-0.6171441","-0.42966518","-1.335132","-2.1218672","-0.30223882","0.36453226","0.6447666","-1.672703","0.15470903"
"Idiopathic focal epilepsy","-0.64966726","-1.5306784","1.7566869","2.135844","2.3339489","1.340977","-0.45701805","0.11852573","-1.2733963","-2.3657916","0.3059743","-1.2750912","-0.092673615","0.9948639","1.3414705","0.42504644","1.5226561","2.625393","-1.5143894","-1.7821333","-2.2927606","0.45540696","1.0185001","-1.4657795","-3.632976","-0.12033961","2.6271803","-0.31873196","-3.4286416","0.446498","3.0776381","-1.0519397","-1.9963019","-2.0345483","0.81341624","1.3325801","1.2402927","-0.17629786","0.8465408","1.5678446","-2.2037008","0.3002794","1.311525","-0.058224306","0.37957868","0.45628753","-0.887255","2.0618896","-1.4549453","-1.4694763","1.4557348","-2.7798157","1.2175986","-0.39444485","-1.0762529","1.486741","0.0022257904","1.7203432","-0.43541095","-0.40265906","-1.3571584","0.20610349","0.11416545","0.49244112"
"Idiopathic infertility","-0.10729712","0.031538382","-0.12315307","0.059378386","1.0384645","-0.9517375","0.51935035","0.093561314","0.54740936","0.73877394","-0.2397672","-0.3063937","-1.6619146","2.8289435","0.68557453","-0.79936063","-1.6430249","-0.43313536","0.72589684","0.5766289","1.1668873","-0.5220608","-0.288676","-0.08957471","-0.19650409","-0.11348809","0.1213459","-0.6236621","0.6100711","-0.4051283","0.84682584","-0.62989503","-0.023755506","0.54400927","-2.0352566","-0.4315835","0.535074","0.7562633","-1.457018","-0.3873142","1.2468796","0.028313523","-0.48569193","-3.0926342","-0.1676278","1.6254456","0.46644932","2.3868716","1.404783","-3.932856","1.7802659","4.61403","0.083718166","-4.303097","0.8223169","-1.2459505","-2.054866","4.948972","-0.24996826","-0.85541385","-0.37529364","0.16663219","0.5642813","0.3480893"
"Idiopathic nephrotic syndrome","0.32381994","0.057505928","-0.34021574","-0.050619673","0.29021686","0.11902621","-0.0057913023","-0.5481308","0.1598727","0.33360583","-0.48248702","0.040105954","0.035171956","-0.057646576","0.25499833","-0.7473057","0.5869506","0.08237484","-1.7951813","-2.2193534","0.43502873","-0.2991125","-0.36087522","-0.86157537","-0.5960822","-0.6914239","1.0744386","-0.12033663","1.1963677","-1.3090271","-2.32101","-1.8520215","0.5092638","0.29829517","0.100877024","-0.8392977","-0.7442054","-0.75384927","1.8028578","0.1899349","0.275059","-1.5506941","-1.8262376","-1.1135631","-0.89501476","-1.9032184","1.2972558","1.5561476","0.17315881","0.32148734","0.3269622","-0.94173","-0.6601787","0.51025796","-0.73967266","-0.48126268","-0.11838588","0.5962272","-0.41856435","0.08057313","2.5587416","1.1799083","-0.26354644","0.21061693"
"IgE-mediated atopic diseases","1.0867828","0.059201278","-0.3622382","-0.17274895","-0.030197857","0.077780694","0.3922683","-0.2991526","0.21720006","-0.033125605","0.04265804","-0.20560601","-0.3729841","0.24751146","-0.13568945","-0.53013104","0.14791557","0.7472774","-0.60890275","0.44490734","-0.056500454","-0.3155326","-0.22763282","-0.54112005","-0.031068234","0.50273913","1.0066825","0.56527805","0.4113744","-0.133033","0.20755172","-0.38606086","1.6032593","0.3241867","0.8587944","0.5524837","-1.5252035","0.07809965","-0.15235795","1.5879503","0.3768146","-1.246999","-1.3592765","1.4703882","-1.1743029","1.8065728","-1.5980817","-0.806922","-1.2597787","-2.1678445","0.117111","0.10890932","0.22638558","-0.13447364","-0.33526632","-0.45112482","0.50072956","-1.0817869","0.35392812","0.7565477","0.45482844","0.14324996","0.1698577","0.20271678"
"Ileal Crohn's disease(CD)","-0.10826662","0.4598038","-0.24454421","0.66011924","-1.5625365","1.7042258","2.6356416","1.0045102","1.0810293","-0.46836504","1.2649974","-2.2028618","-0.4151684","0.695968","0.26458088","-0.12489945","0.5786496","0.053776134","-0.74143744","-0.81200874","-0.1383654","-0.10182251","1.1661018","0.38146508","0.46837252","0.076120526","1.4617251","0.48202658","0.28431657","-1.4487941","-0.4375384","0.65263176","0.21259739","2.7126527","-0.6955476","-4.0639977","0.62652063","-0.008859194","-0.9701569","-2.2401404","-0.9606465","0.3948854","2.774772","1.3712454","-0.5270397","-2.8712041","-0.60057676","0.31588352","0.032665502","-0.8540203","-1.8415942","-2.6736946","3.0755355","-0.13834046","0.5135171","-2.5997107","1.8129851","1.9808029","-1.4513406","-0.7311359","0.94752896","0.66308534","0.84778965","0.45036948"
"Inactive Crohn's Disease","0.18801352","-0.08673186","-0.20153244","0.97672355","1.0494139","0.4052565","-1.548976","2.1693778","-1.3930751","-2.2777584","1.0484982","-1.7541369","0.16077459","-0.6442178","-1.1799384","0.4653185","-1.5443952","2.9050114","1.9810447","3.2880712","-0.53389907","0.35364854","-0.07390338","1.8068963","1.6748065","0.28042826","-1.0832751","1.2022228","-1.6637378","0.44872415","-1.6397151","0.49744883","-0.567013","0.031457633","0.77186394","-0.5924833","-0.026400045","1.9279461","-0.5241808","-0.39329463","0.20002696","0.09808086","0.38851485","0.53263205","-0.51840806","0.0129096145","-1.231239","0.18571027","-0.33348778","-0.03037148","1.0110116","-1.1331191","-1.2572043","-0.6688955","-0.14402752","0.270002","-0.14054115","0.6301597","-0.99034995","0.32460433","0.3336651","0.13983634","-0.44865286","-0.28158098"
"Infant colic","0.7046451","-1.4393774","1.4832257","0.54366034","-0.22933088","0.110973515","3.0579515","-1.0257381","-1.257701","-1.0755965","-0.59462386","1.1755439","0.94493735","-0.11671585","1.5996155","-0.059270084","0.18549974","0.48804164","-0.7495352","0.61897856","-0.5646818","-0.3804953","-0.82897377","0.85765374","-1.3564562","0.18274193","-1.8686793","-0.28291467","-0.7305401","2.1264853","-1.4690691","-0.26550883","0.011712912","0.8417259","-0.15763307","-1.0589951","0.3766869","1.1041541","-0.17082478","0.9829354","0.5143485","0.73418146","0.46965688","-0.66011775","-1.4583471","1.4217343","0.73746616","0.23542096","1.2722393","0.6362594","1.3913722","-1.7377703","0.017012656","1.3259294","-0.30140787","-0.15720661","-0.34605047","-1.2273713","0.11702786","0.21468209","-0.20927352","0.37667698","0.0729876","-0.13396181"
"Infantile eczema","-1.8834329","-0.05397774","0.05197872","-0.1861193","-0.17377748","0.2611338","0.1917901","-0.08265617","0.018596537","0.078138754","-0.06053005","0.051841464","-0.13988397","0.18535267","0.18224564","-0.041802153","-0.29276875","0.13220762","0.25626826","0.03974233","0.3284636","-0.24539457","-0.018275449","-0.48501292","0.42354906","-0.036143724","-0.29573315","-0.11614173","0.02295909","0.27200833","-0.058930945","0.017646842","-0.2307792","-0.32215193","-0.3169315","0.23380895","0.1328228","-0.11785054","-0.5292788","-0.690669","-0.10137503","-0.20117599","-0.022660498","0.019231731","-0.64656705","-0.86958206","0.24013247","0.26963192","1.0347838","-0.2390545","-0.20537184","-0.29134002","0.79645157","0.7718841","1.7806736","-0.9028743","-0.48940012","2.00187","-1.1479442","-1.9349842","0.24287961","0.5193357","0.5639332","1.7215277"
"Infectious colitis","1.0881544","0.5461724","-0.91755486","-2.1744027","-2.001338","-2.2400296","0.8552912","1.6848147","-1.136878","-0.3032203","-1.1217792","-0.13563448","0.11003109","0.026758023","-0.116406076","-0.3309087","-0.08585123","0.5924864","-0.5829856","0.1219816","-0.41542736","0.021040034","-0.08115902","-0.1989578","0.0835087","0.39910263","-0.45354712","0.43716738","0.09527848","-0.6363048","0.086830854","-0.44910893","-0.38101977","-0.07659527","-0.20360693","0.38604966","0.031065136","0.41730246","0.42646363","0.2634846","-0.4154884","0.23215905","0.24628271","-0.1549321","0.015149078","-0.15410824","0.3173785","0.027733542","-0.15464343","-0.19690552","-0.08701159","-0.17454772","0.064682096","-0.12719628","0.15930326","-0.06514888","-0.05448953","-0.11923529","-0.1901038","0.14902236","0.06567874","0.055500485","0.09818228","-0.054682333"
"Infective colitis","0.35430035","-1.1816485","1.114412","-1.5776584","-1.7398313","-2.124506","2.724073","0.7787772","-2.3808374","-2.1288583","-0.7525542","0.36365053","0.46474078","-0.41359586","-0.5517428","0.63869464","-0.36542678","1.4802557","1.4774595","2.7423913","-0.93463117","0.1851384","0.4967409","0.644312","0.3058347","1.2768873","-1.6383674","1.1644725","-1.6484352","-0.3967508","1.3705297","0.5937655","-0.917909","0.023330754","-0.0900811","0.20201974","-0.3507525","1.3931499","-1.1505699","-0.30445895","-0.32855043","0.72432244","1.4851975","0.6944446","-0.46140537","-0.013987936","-0.68507844","-0.20369127","0.12626107","0.13939272","-0.3669711","-0.45181006","0.28862995","-0.4962906","0.35235053","-0.43180972","0.18133055","0.4092839","-0.88425016","-0.37108257","0.07664396","-0.017757684","0.30663478","0.2878762"
"Inflammation","1.0843062","0.15720378","-0.36412117","-0.2135585","0.029882949","0.17250217","0.064163856","-0.17378217","0.04863027","0.17446345","-0.03905698","0.05144756","-0.12298959","-0.17210482","-0.108291976","-0.15967192","0.06829006","0.06376919","-0.057594586","-0.15139069","0.0869437","-0.21451841","-0.14347595","0.09477813","-0.017878486","0.06934367","0.1265003","-0.007498989","-0.08463841","-0.050018642","0.052391354","0.04160148","-0.0025050084","-0.010212241","-0.07985875","-0.019512108","0.048035447","0.18580781","0.13175373","0.028400622","-0.04418091","-0.021239884","-0.022154745","-0.04249632","-0.15953396","-0.17121813","0.10089277","0.062268615","-0.18413833","0.15558793","0.07199975","0.08393389","-0.02151586","0.0011537318","0.041404773","-0.07430033","-0.025273362","0.037165906","-0.10014242","-0.01323206","-0.14783692","-0.16057305","0.101167455","-0.17668915"
"Inflammatory Bowel Disease","-1.8116549","0.0058473274","-0.06956249","0.040362988","0.06226019","0.020588597","-0.016905453","0.018785685","-0.06755254","-0.124978475","-0.09022801","-0.018188985","0.03694668","0.06717058","0.113202244","-0.13769141","0.08413998","0.08035162","-0.10646152","0.02789825","-0.042164847","0.11304539","-0.08076721","0.1689554","-0.18825646","-0.06603847","0.2752355","0.027384277","-0.062373433","-0.73604435","0.09813547","0.11247916","0.6307911","-0.31509617","-0.058038298","-0.13169852","-0.009263828","-0.1456982","0.11666904","-0.50543857","-0.19523795","0.4122336","0.9103668","-0.16006163","-0.71710956","-0.6045383","0.57117873","-0.5103235","-1.276285","-0.04182629","0.37013495","0.89714605","0.6694948","-0.31773764","1.9581679","-1.2134091","-0.78649986","-0.68038225","-0.004616823","-0.26943702","1.5964382","0.89164704","-0.055301838","-1.9162083"
"Inflammatory Bowel Diseases","1.0845468","0.15530723","-0.36480096","-0.18117595","0.040993925","0.20590448","0.0712363","-0.19564158","0.05487351","0.18114907","0.064382024","0.100501925","-0.114833765","-0.19388917","-0.047115363","-0.11217419","-0.096709125","0.075566724","-0.052236825","-0.20907015","0.10744304","-0.22093745","-0.1828426","0.08321492","-0.036237013","0.008122352","0.19779578","0.013392503","-0.063032135","-0.11311691","0.11853966","-0.0032233065","0.004516455","-0.065642655","-0.056087516","0.0027882706","0.049900427","0.12107937","0.027831325","-0.03220444","-0.015883962","-0.0023833022","-0.03369862","0.002168854","-0.15047756","-0.09305153","-0.028062657","-0.11702448","-0.31293854","0.18838729","-0.06093136","0.021441197","0.12254406","-0.023709502","-0.14373383","-0.15899414","-0.1186028","-0.018259864","-0.1456671","0.060366917","0.03850681","-0.011586463","0.044354606","-0.097075224"
"Inflammatory bowel disease","1.0841889","0.16254766","-0.372621","-0.20863841","0.026748937","0.17208931","0.078078285","-0.18915436","0.042858046","0.1551105","-0.037505932","0.021679869","-0.11907225","-0.17061533","-0.10938109","-0.16467997","0.061109453","0.071964234","-0.055835735","-0.14961256","0.092849515","-0.19630238","-0.18578744","0.08118543","-0.02732353","0.07923182","0.1545316","-0.0029806374","-0.06792391","-0.06405448","0.062242158","0.026081646","0.016166378","-0.08728053","-0.05139942","-0.004121532","0.059834488","0.17390063","0.046512526","-0.012986792","0.006614715","-0.004967878","-0.044904668","-0.05555716","-0.17450954","-0.0632905","0.030263335","-0.01782557","-0.23534933","0.15389837","-0.0078171035","0.036353566","0.048487537","-0.03717764","-0.020522414","-0.004896598","-0.14141771","-0.07887032","-0.073542304","0.019609109","-0.052987076","0.029613078","0.042799894","-0.05889411"
"Inflammatory bowel disease(IBD)","0.67408","0.23634885","-1.3686572","-1.9459306","1.335804","0.7060435","2.1609704","0.2513328","3.1557698","-3.1459987","1.2269512","-1.0687051","0.2548699","0.065266706","-0.35585645","-1.6998844","2.4782891","-0.535139","-2.5108693","2.43047","1.3929937","0.5781028","1.4676703","-0.859314","0.62745225","-0.08148479","1.3555772","-0.031060731","-0.6794239","0.9742759","-0.9262839","0.6324087","-0.5626665","0.43739894","-0.39413798","-0.47206956","0.28882292","0.41691902","-0.06484247","-1.2398541","-0.68540305","0.30605","0.16883197","-0.8339045","0.3810134","-0.035010718","0.13606377","0.7885136","-0.2715837","0.3034629","-0.8221826","0.016212033","0.028474005","-0.03143426","0.14705089","0.5116702","-0.42747185","-0.10522284","-0.26020414","0.003490249","0.036864877","0.020499442","0.20030572","0.021983083"
"Inflammatory bowel diseases","1.0947387","0.16081145","-0.27921405","-0.12078496","-0.32572377","-0.0017266511","0.14336647","0.15979777","0.13478647","0.09535935","0.4131608","0.12492477","-0.06773958","-0.1847146","-0.39348128","1.4415591","-0.13691388","-1.5923053","1.1350496","1.1586417","-2.1193352","0.9766833","-0.996816","-2.337415","-0.2785869","1.2103488","1.6020643","-3.180765","0.5504082","0.43079814","-0.71481055","-0.6685429","0.3613319","-0.1251537","0.13609715","-1.3159091","0.07757796","0.08347336","0.4656204","-0.038458977","-0.24830304","-0.38118535","-0.004476654","0.13171664","-0.27080572","-0.30377507","0.105056524","0.041716646","-0.5311919","0.054049212","0.39217344","0.2179931","-0.2684744","0.24896221","-0.46150458","0.06783975","-0.23352292","-0.10977446","0.039801728","0.12949921","0.01368167","-0.2215333","0.008540265","-0.17457543"
"Influenza A","-1.2883488","0.5822682","-1.2184852","0.5044715","-0.606713","0.6299365","0.58257383","-0.48866463","-0.9913708","-0.6686016","-0.011841864","1.4593173","0.24807952","0.26291177","0.9997454","-0.6965283","-1.9912256","-0.2718411","-1.2559032","1.0818899","0.8367599","0.18473007","-2.0028298","-0.4853223","-0.12080395","1.8174998","-0.8991769","-0.48886102","1.028512","0.9534393","-1.0778003","5.110123","-0.099402994","1.7933989","0.5278393","1.7769375","2.8352997","-2.3142567","-2.0356812","-0.60508674","-0.03161202","0.034498997","0.1895795","-0.32211965","2.0321617","1.1664368","-0.9851968","1.8352082","-0.010762722","-0.065647624","2.1636765","-0.16495773","-2.0656304","2.9586937","1.0360547","-1.7276889","0.36057085","-1.0295602","0.83469963","0.75896335","-2.1635253","1.0455083","1.6094452","-0.17488381"
