"microbe","disease","sign","effect"
"Coriobacteriaceae","Urogenital Schistosomiasis","1","increase"
"Coriobacteriaceae","colorectal cancer","1","increase"
"Coriobacteriaceae","inflammatory bowel disease","-1","decrease"
"Coriobacteriia","Type 2 diabetes","-1","decrease"
"Cortinariaceae","Crohn disease","1","increase"
"Cortinariaceae","Crohn's Disease","1","increase"
"Corynebacteriaceae","Alcoholic hepatitis","1","increase"
"Corynebacteriaceae","Macular degeneration","1","increase"
"Corynebacteriaceae","hypertension","1","increase"
"Corynebacterium","Acute lymphoblastic leukemia","-1","decrease"
"Corynebacterium","Aggressive periodontitis","-1","decrease"
"Corynebacterium","Alcoholism","1","increase"
"Corynebacterium","Ankylosing spondylitis","1","increase"
"Corynebacterium","Asthma","-1","decrease"
"Corynebacterium","Atopic dermatitis","-1","decrease"
"Corynebacterium","Autism spectrum disorders","-1","decrease"
"Corynebacterium","Blepharitis","1","increase"
"Corynebacterium","Breast cancer","-1","decrease"
"Corynebacterium","Bullous pemphigoid","1","increase"
"Corynebacterium","Cancer cachexia","-1","decrease"
"Corynebacterium","Caries","-1","decrease"
"Corynebacterium","Chlamydia","1","increase"
"Corynebacterium","Chronic Obstructive Pulmonary Disease","-1","decrease"
"Corynebacterium","Chronic Rhinosinusitis with asthma","-1","decrease"
"Corynebacterium","Chronic Rhinosinusitis with cystic fibrosis","-1","decrease"
"Corynebacterium","Chronic kidney disease","-1","decrease"
"Corynebacterium","Chronic mucocutaneous candidiasis","-1","decrease"
"Corynebacterium","Chronic ocular graft-versus-host disease","1","increase"
"Corynebacterium","Chronic rhinosinusitis with nasal polyps","-1","decrease"
"Corynebacterium","Clostridium difficile infection","1","increase"
"Corynebacterium","Conjunctival scarring","1","increase"
"Corynebacterium","Cystic Fibrosis","-1","decrease"
"Corynebacterium","Endometriosis","1","increase"
"Corynebacterium","Eosinophilic esophagitis","1","increase"
"Corynebacterium","Esophageal cancer","1","increase"
"Corynebacterium","Extrinsic black stain","1","increase"
"Corynebacterium","Gastric carcinoma","1","increase"
"Corynebacterium","HIV infection","1","increase"
"Corynebacterium","Head and Neck Squamous Cell Cancer","-1","decrease"
"Corynebacterium","Hepatitis B","-1","decrease"
"Corynebacterium","Hidradenitis suppurativa","1","increase"
"Corynebacterium","Hyper IgE syndrome","-1","decrease"
"Corynebacterium","Infantile eczema","-1","decrease"
"Corynebacterium","Influenza A","-1","decrease"
"Corynebacterium","Invasive colorectal cancer","1","increase"
"Corynebacterium","Iron-deficiency anaemia","-1","decrease"
"Corynebacterium","Kaposi's sarcoma","1","increase"
"Corynebacterium","Nasolacrimal duct obstruction","-1","decrease"
"Corynebacterium","Neuromyelitis optica","1","increase"
"Corynebacterium","Obesity","1","increase"
"Corynebacterium","Otitis Media","-1","decrease"
"Corynebacterium","Pancreatic head cancer","1","increase"
"Corynebacterium","Pancreatitis","-1","decrease"
"Corynebacterium","Parkinson's Disease","-1","decrease"
"Corynebacterium","Periodontal disease","-1","decrease"
"Corynebacterium","Primary sclerosing cholangitis-IBD","1","increase"
"Corynebacterium","Rheumatoid Arthritis","-1","decrease"
"Corynebacterium","Skin and mucosal infections","-1","decrease"
"Corynebacterium","Smoking","-1","decrease"
"Corynebacterium","Spinal cord injury","1","increase"
"Corynebacterium","Systemic lupus erythematosus","1","increase"
"Corynebacterium","Tongue cancer","1","increase"
"Corynebacterium","Trachoma","1","increase"
"Corynebacterium","Type 2 Diabetes","1","increase"
"Corynebacterium","Ulcerative colitis","-1","decrease"
"Corynebacterium","Vitiligo","-1","decrease"
"Corynebacterium","biliary tract cancer","-1","decrease"
"Corynebacterium","bladder cancer","-1","decrease"
"Corynebacterium","colorectal cancer","1","increase"
"Corynebacterium","laryngeal cancer","-1","decrease"
"Corynebacterium","periodontitis","-1","decrease"
"Corynebacterium accolens","Chronic Rhinosinusitis","1","increase"
"Corynebacterium accolens","Cystic Fibrosis","1","increase"
"Corynebacterium appendicis","Bladder cancer","-1","decrease"
"Corynebacterium coyleae","Urgency urinary incontinence","1","increase"
"Corynebacterium durum","Caries","-1","decrease"
"Corynebacterium durum","Celiac Disease, Coaliac disease","1","increase"
"Corynebacterium durum","Celiac disease","-1","decrease"
"Corynebacterium durum","E-smoking","1","increase"
"Corynebacterium durum","Edentulism","-1","decrease"
"Corynebacterium durum","Obesity","-1","decrease"
"Corynebacterium durum","Opisthorchis felineus infection","1","increase"
"Corynebacterium efficiens","Oral potentially malignant disorder","1","increase"
"Corynebacterium jeikeium","Cystic Fibrosis","-1","decrease"
"Corynebacterium kroppenstedtii","Granulomatous mastitis","1","increase"
"Corynebacterium kroppenstedtii","Psoriasis","1","increase"
"Corynebacterium kroppenstedtii","Rosacea","1","increase"
"Corynebacterium matruchotii","Aggressive periodontitis","-1","decrease"
"Corynebacterium matruchotii","Caries","-1","decrease"
"Corynebacterium matruchotii","Oral potentially malignant disorder","1","increase"
"Corynebacterium matruchotii","Rheumatoid Arthritis","1","increase"
"Corynebacterium matruchotii","Smoking","1","increase"
"Corynebacterium matruchotii","Type 2 Diabetes","-1","decrease"
"Corynebacterium matruchotii","periodontitis","-1","decrease"
"Corynebacterium propinquum","Chronic lung disease","1","increase"
"Corynebacterium propinquum","Cystic Fibrosis","-1","decrease"
"Corynebacterium propinquum","Lower respiratory tract infection","-1","decrease"
"Corynebacterium propinquum","Viral respiratory tract infection","1","increase"
"Corynebacterium pseudodiphtheriticum","Chronic Rhinosinusitis","1","increase"
"Corynebacterium pseudodiphtheriticum","Chronic rhinosinusitis with nasal polyps","1","increase"
"Corynebacterium pseudodiphtheriticum","Cystic Fibrosis","-1","decrease"
"Corynebacterium pseudodiphtheriticum","Viral respiratory tract infection","1","increase"
"Corynebacterium riegelii","Urgency urinary incontinence","1","increase"
"Corynebacterium simulans","Atopic dermatitis","1","increase"
"Corynebacterium simulans","Psoriasis","1","increase"
"Corynebacterium spp.","diet-induced obesity","1","increase"
"Corynebacterium striatum","Hidradenitis suppurativa","-1","decrease"
"Corynebacterium tuberculostearicum","Chronic Rhinosinusitis","1","increase"
"Corynebacterium tuberculostearicum","Lung cancer","1","increase"
"Coxiellaceae","Cystic fibrosis","1","increase"
"Coxiellaceae","Irritable bowel syndrome(IBS)","1","increase"
"Cronobacter","Infantile eczema","1","increase"
"Cronobacter","Interstitial cystitis","1","increase"
"Cronobacter","Pancreatic cancer","1","increase"
"Cronobacter","Type 1 diabetes","1","increase"
"Cronobacter","refractory epilepsy","1","increase"
"Cronobacter muytjensii","Necrotizing enterocolitis","1","increase"
"Cronobacter sakazaki","Schizophrenia","1","increase"
"Cryptobacterium","Chronic Obstructive Pulmonary Disease","1","increase"
"Cryptobacterium curtum","Caries","1","increase"
"Cryptococcus","Asthma","-1","decrease"
"Cryptococcus","Dandruff","-1","decrease"
"Cryptococcus neoformans","Caries","1","increase"
"Cryptococcus neoformans","Crohn's Disease","1","increase"
"Cryptococcus neoformans","Crohns disease","1","increase"
"Cupriavidus","Bladder cancer","1","increase"
"Cupriavidus","Psoriasis","-1","decrease"
"Curtobacterium","Chronic Rhinosinusitis","1","increase"
"Curvibacter","Chronic Obstructive Pulmonary Disease","1","increase"
"Cutibacterium","Hidradenitis suppurativa","-1","decrease"
"Cutibacterium","Huntington's Disease","1","increase"
"Cutibacterium","Systemic lupus erythematosus","-1","decrease"
"Cutibacterium acnes","Acne","-1","decrease"
"Cutibacterium acnes","Rosacea","-1","decrease"
"Cyanobacteria","Gestational diabetes","-1","decrease"
"Cyanobacteria","HIV-infected pneumonia","1","increase"
"Cyanobacteria","Intestinal metaplasia","-1","decrease"
"Cyanobacteria","Preeclampsia","1","increase"
"Cyanobacteria","Psoriasis","1","increase"
"Cyanobacteria","alcohol addiction","1","increase"
"Cyanobacteria","colorectal adenoma","1","increase"
"Cyanobacteria","colorectal cancer","1","increase"
"Cyanobacteria","depression","1","increase"
"Cyanobacteria","obesity","-1","decrease"
"Cyanobacteria","sepsis","-1","decrease"
"Cyanothece","Colorectal cancer","1","increase"
"Cyprinivirus","Colorectal cancer","1","increase"
"Cystofilobasidiaceae","Crohn's Disease","1","increase"
"Cystofilobasidium macerans","Caries","-1","decrease"
"Cytomegalovirus","Antrochoanal polyps","-1","decrease"
"Cytomegalovirus","Colorectal cancer","1","increase"
"Davidiella","Asthma","-1","decrease"
"Davidiella","Huntington's Disease","1","increase"
"Davidiella tassiana","Irritable Bowel Syndrome","-1","decrease"
"Debaryomyces","Alcoholic hepatitis","-1","decrease"
"Debaryomyces","Alcoholism","-1","decrease"
"Debaryomyces","Caries","-1","decrease"
"Debaryomyces","Pediculosis","-1","decrease"
"Debaryomyces hansenii","Psoriasis","-1","decrease"
"Dechloromonas","Disease-free ","-1","decrease"
"Deferribacter","Schizophrenia","1","increase"
"Deferribacteraceae","colitis","1","increase"
"Deferribacteriales incertae cedis","Non-alcoholic fatty liver disease","1","increase"
"Defluviitalea","Crohn's Disease","-1","decrease"
"Defluviitalea","Rheumatoid Arthritis","-1","decrease"
"Defluviitalea","Ulcerative Colitis","-1","decrease"
"Dehalobacter","Gestational diabetes","1","increase"
"Dehalobacter","Inflammatory Bowel Disease","-1","decrease"
"Dehalobacter","Irritable Bowel Syndrome","-1","decrease"
"Dehalobacterium","Cirrhosis","-1","decrease"
"Dehalobacterium","Crohn's Disease","-1","decrease"
"Dehalobacterium","Type 1 diabetes","1","increase"
"Deinococcaceae","Infantile eczema","1","increase"
"Deinococcus","Asthma","-1","decrease"
"Deinococcus","Cirrhosis","-1","decrease"
"Deinococcus","Hepatitis B associated liver failure","-1","decrease"
"Deinococcus","Mucosa-associated lymphoid tissue lymphoma","-1","decrease"
"Deinococcus","Non-alcoholic fatty liver disease","-1","decrease"
"Deinococcus","Systemic lupus erythematosus","1","increase"
"Deinococcus","Type 2 Diabetes","1","increase"
"Deinococcus","pancreatic head cancer","1","increase"
"Delftia","Chlamydia","1","increase"
"Delftia","Constipation","-1","decrease"
"Delftia","Coronary artery disease","-1","decrease"
"Delftia","Drug-resistant Epilepsy","1","increase"
"Delftia","Endometriosis","1","increase"
"Delftia","Idiopathic focal epilepsy","1","increase"
"Delftia","Kidney stone with hypertension","-1","decrease"
"Delftia","Mucosa-associated lymphoid tissue lymphoma","1","increase"
"Delftia","Sjögren Syndrome","1","increase"
"Delftia","Type 2 Diabetes","1","increase"
"Delftia","pancreatic head cancer","1","increase"
"Delftia acidovorans","Caries","-1","decrease"
"Delftia acidovorans","Oral potentially malignant disorder","1","increase"
"Delftia tsuruhatensis","Bronchiectasis","1","increase"
"Delftia tsuruhatensis","Lung cancer","1","increase"
"Deltaproteobacteria","Chronic kidney disease","1","increase"
"Deltaproteobacteria","Transient Ischemic Attack","1","increase"
"Deltaproteobacteria","acne","-1","decrease"
"Deltaproteobacteria","colonic inflammation","1","increase"
"Deltaproteobacteria","obesity","1","increase"
"Dermabacter","Asthma","-1","decrease"
"Dermabacter","Psoriasis","1","increase"
"Dermabacteraceae","Alcoholic hepatitis","1","increase"
"Dermacoccus","Type 2 Diabetes","1","increase"
"Dermacoccus","Vitiligo","1","increase"
"Desemzia","Uveitits","-1","decrease"
"Desulfobacteraceae","Irritable bowel syndrome(IBS)","1","increase"
"Desulfobacteraceae","Non-alcoholic fatty liver disease","-1","decrease"
"Desulfobulbus","Aggressive periodontitis","1","increase"
"Desulfobulbus","Chronic Obstructive Pulmonary Disease","1","increase"
"Desulfobulbus","Periodontal abscess","-1","decrease"
"Desulfobulbus","Periodontal disease","1","increase"
"Desulfobulbus","Tongue cancer","-1","decrease"
"Desulfobulbus","Uveitits","-1","decrease"
"Desulfobulbus","periodontitis","1","increase"
"Desulfohalobium","Autism spectrum disorders","1","increase"
"Desulfomicrobium","Asthma","-1","decrease"
"Desulfosporosinus","Pouchitis","1","increase"
"Desulfotomaculum","Multiple Sclerosis","-1","decrease"
"Desulfotomaculum","Type 1 diabetes","1","increase"
"Desulfovibrio","Adolescent idiopathic scoliosis","1","increase"
"Desulfovibrio","Alcoholic hepatitis","-1","decrease"
"Desulfovibrio","Alcoholism","1","increase"
"Desulfovibrio","Autism","1","increase"
"Desulfovibrio","Autism spectrum disorders","1","increase"
"Desulfovibrio","Autoimmune polyendocrine syndrome type 1","-1","decrease"
"Desulfovibrio","Azoospermia","-1","decrease"
"Desulfovibrio","Chronic alcoholic pancreatitis","-1","decrease"
"Desulfovibrio","Chronic kidney disease","1","increase"
"Desulfovibrio","Coronary artery disease","1","increase"
"Desulfovibrio","Crohn's Disease","-1","decrease"
"Desulfovibrio","Diarrhea Irritable bowel syndrome(IBS)","-1","decrease"
"Desulfovibrio","Gestational diabetes","1","increase"
"Desulfovibrio","Helicobacter pylori infection","1","increase"
"Desulfovibrio","Hepatitis B","1","increase"
"Desulfovibrio","Hypertension","1","increase"
"Desulfovibrio","Infantile eczema","1","increase"
"Desulfovibrio","Inflammatory Bowel Disease","-1","decrease"
"Desulfovibrio","Invasive colorectal cancer","-1","decrease"
"Desulfovibrio","Irritable Bowel Syndrome","-1","decrease"
"Desulfovibrio","Metabolic syndrome","-1","decrease"
"Desulfovibrio","Microscopic colitis","1","increase"
"Desulfovibrio","Multiple Sclerosis","1","increase"
"Desulfovibrio","Myasthenia gravis","1","increase"
"Desulfovibrio","Nonalcoholic fatty liver disease","1","increase"
"Desulfovibrio","Parkinson's Disease","1","increase"
"Desulfovibrio","Primary sclerosing cholangitis","-1","decrease"
"Desulfovibrio","Rectal Carcinoma","1","increase"
"Desulfovibrio","Transient Ischemic Attack","1","increase"
"Desulfovibrio","Traumatic Brain Injury","1","increase"
"Desulfovibrio","Type 2 diabetes mellitus","1","increase"
"Desulfovibrio","Urogenital Schistosomiasis","1","increase"
"Desulfovibrio","adenomatous polyps","1","increase"
"Desulfovibrio","colitis-associated cancer","1","increase"
"Desulfovibrio","colonic inflammation","1","increase"
"Desulfovibrio","colorectal cancer","-1","decrease"
"Desulfovibrio","constipation","1","increase"
"Desulfovibrio","gestational diabetes mellitus","1","increase"
"Desulfovibrio","obesity","-1","decrease"
"Desulfovibrio","pediatric multiple sclerosis","1","increase"
"Desulfovibrio","rectal cancer","1","increase"
"Desulfovibrio","ulcerative colitis","-1","decrease"
"Desulfovibrio desulfuricans","Autism","1","increase"
"Desulfovibrio intestinalis","Autism","1","increase"
"Desulfovibrio longreachensis","Colorectal cancer","1","increase"
"Desulfovibrio piger","Autism","1","increase"
"Desulfovibrio piger","HIV infection","1","increase"
"Desulfovibrio piger","Sarcopenia","1","increase"
"Desulfovibrio piger","Type 2 Diabetes","1","increase"
"Desulfovibrio species","type 2 diabetes","1","increase"
"Desulfovibrio spp","Inflammatory Bowel Disease","1","increase"
"Desulfovibrio spp","colorectal cancer","1","increase"
"Desulfovibrio spp.","diet-induced obesity","-1","decrease"
"Desulfovibrio spp.","liver disease","1","increase"
"Desulfovibrio vietnamensis","Colorectal cancer","1","increase"
